"sound.files","Species","Clade","selec","start","end","top.freq","bottom.freq","song.lab","duration","meanfreq","sd","freq.median","freq.Q25","freq.Q75","freq.IQR","time.median","time.Q25","time.Q75","time.IQR","skew","kurt","sp.ent","time.ent","entropy","sfm","meandom","mindom","maxdom","dfrange","modindx","startdom","enddom","dfslope","meanpeakf","SNR","num.elms","elm.duration","freq.range","song.duration","song.rate","gap.duration","elm.types","mean.elm.count","sq.complx","trans.div","seq","c.sq.complx","acous.spc","btwn.song.var","btwn.song.var.IMP","species_uscr","pca.complx","species"
"Abeillia-abeillei-216631.wav","Abeillia abeillei","Emeralds",1,0.481,10.404541537,10.6272,5.6243,1,0.091144319,7.71342849470663,0.391198719848298,7.66879837199599,7.46431060792869,7.95765015063043,0.493339542701744,0.0380301198207193,0.0193424287190134,0.0594946600892308,0.0401522313702174,2.27093188592049,9.77636427278485,0.855308768135751,0.939266634583074,0.8034727957515,0.295754269339874,7.72703819148011,7.26425,8.36675,1.1025,4.13482142857143,7.858375,7.711375,-0.151625381035489,7.693,3.68066017955804,24,0.091144319,5.0029,9.923541537,2.41849141362646,-0.201200904434783,4,6,0.53708177022737,0,"1b-1d-1d-1d-1d-1d-1b-1b-1a-1a-1a-1b-1a-1a-1a-1a-1a-1a-1b-1b-1b-1c-1c-1c",0.134270442556842,5127.22489582069,1.25,1.25,"Abeillia_abeillei",3.25778235100767,"Abeillia abeillei"
"Abeillia-abeillei-216631.wav","Abeillia abeillei","Emeralds",1,27.112,34.520871928,11.2757,6.0875,2,0.0515131846363641,8.07196008384243,0.506715187652153,8.02646175100866,7.72775992314681,8.39853909401894,0.670779170872129,0.0229388312035275,0.0110301480845217,0.0338963172852041,0.0228661692006824,1.96978600649693,7.32562044549275,0.838267482754349,0.845126809882491,0.705063679738279,0.304799339754909,8.04466589105965,7.60874274661509,8.58428820116054,0.975545454545454,2.5021424134392,8.21010638297872,8.10319729206963,-0.776681084725527,7.99628820116054,3.24406283033112,22,0.0515131846363641,5.1882,7.408871928,2.96941291654083,-0.202508472380952,5,4.4,0.71509681076614,0.142857142857143,"2a-2b-2b-2b-2b-2d-2c-2c-2c-2d-2d-2b-2d-2a-2d-2a-2d-2e-2e-2e-2e-2e",0.143019362153228,3216.31169864927,1.25,1.25,"Abeillia_abeillei",3.01097533787726,"Abeillia abeillei"
"Abeillia-abeillei-256301.wav","Abeillia abeillei","Emeralds",1,4.109,10.421669609,12.9434,5.161,1,0.0413247257567588,7.87778247639194,0.589852887028996,7.80207123403382,7.45867804335527,8.20338622838927,0.744708185033995,0.0244783082764079,0.015811842516109,0.0328720854922792,0.0170602429761702,1.89227703632016,6.6028697322309,0.821672962927235,0.837505347032932,0.687781851735673,0.281976960326399,7.82198425571269,7.07785135135135,8.73060810810811,1.65275675675676,1.76196938588243,8.04725675675676,7.71352702702703,-32.8698833534437,7.70955405405405,9.0568588087984,37,0.0413247257567588,7.7824,6.312669609,5.86122865471194,-0.0596771719444424,5,7.4,0.558990325644525,0.138888888888889,"1a-1c-1c-1c-1c-1a-1b-1d-1d-1d-1d-1d-1d-1a-1d-1d-1d-1d-1d-1d-1d-1d-1e-1e-1a-1e-1e-1e-1e-1e-1b-1a-1b-1b-1b-1b-1b",0.111798065128905,4112.51816620982,0.795959595959596,0.795959595959596,"Abeillia_abeillei",2.4323434193621,"Abeillia abeillei"
"Abeillia-abeillei-256301.wav","Abeillia abeillei","Emeralds",1,22.786,30.789350813,12.7581,5.2537,3,0.0396554329090908,7.86300435269227,0.592017445016469,7.78830077984597,7.4449272090018,8.19939047783108,0.75446326882928,0.0223053586129441,0.0145157994600692,0.0306472581183579,0.0161314586582887,1.97652747502381,7.00240852119045,0.806025060504525,0.827638047790776,0.663858705387074,0.261205893579943,7.75781992213851,7.06802727272727,8.53000909090909,1.46198181818182,1.74210394071638,7.94735454545455,7.63999090909091,-31.4130010530765,7.59722727272727,9.21435595406895,55,0.0396554329090908,7.5044,8.003350813,6.87212160070035,0.0414961861111109,5,11,0.858876864861647,0.592592592592593,"3c-3d-3d-3e-3b-3c-3d-3d-3e-3a-3d-3d-3e-3b-3c-3d-3d-3e-3a-3d-3d-3e-3b-3c-3a-3d-3d-3e-3b-3c-3a-3d-3d-3e-3b-3c-3a-3d-3d-3e-3b-3c-3d-3d-3e-3b-3c-3d-3d-3e-3a-3d-3d-3e-3b",0.171775372972329,1990.16633753678,0.795959595959596,0.795959595959596,"Abeillia_abeillei",2.07548472841497,"Abeillia abeillei"
"Abeillia-abeillei-256301.wav","Abeillia abeillei","Emeralds",1,12.756,20.041350813,13.2213,5.161,2,0.0401997230888891,7.88764474647106,0.57470704418813,7.82155495178006,7.48984644629095,8.20723863200518,0.717392185714224,0.0240411428122122,0.0157025226839439,0.0316696810846429,0.015967158400699,2.02777739023376,7.0923008389333,0.809970836322455,0.837369537788198,0.676514615237737,0.256296000527182,7.81268204433595,7.1197,8.66483333333333,1.54513333333333,1.6131605096225,8.02783333333333,7.75996666666667,-24.7217939952212,7.74036666666667,8.81098067428788,45,0.0401997230888891,8.0603,7.285350813,6.17677873791635,-0.0991407493863634,5,9,0.290751209874239,0,"2a-2a-2a-2a-2a-2d-2d-2d-2d-2d-2d-2d-2d-2d-2d-2d-2d-2d-2d-2d-2d-2d-2d-2e-2e-2e-2e-2e-2e-2e-2e-2b-2b-2b-2b-2b-2b-2b-2c-2c-2c-2c-2c-2c-2c",0.0581502419748479,2907.31715729962,0.795959595959596,0.795959595959596,"Abeillia_abeillei",1.77666937970267,"Abeillia abeillei"
"Abeillia-abeillei-256302.wav","Abeillia abeillei","Emeralds",1,1.664,4.710627379,12.4802,5.161,1,0.045759259299996,7.91583199534778,0.683237264522146,7.82012144312944,7.44612519538473,8.31049593998665,0.864370744601921,0.0275216411620315,0.0164476388271365,0.0360802473109164,0.0196326084837799,2.04690589299139,7.4234265747283,0.843911054180333,0.849492677885862,0.715219459192311,0.349350640832961,7.83755909578025,6.98985,8.8641,1.87425,1.71879186602871,8.15115,7.4823,-49.9235217577722,7.65135,6.01978037665893,20,0.045759259299996,7.3192,3.046627379,6.56463607524089,-0.102852507631582,5,4,0.583589066107919,0.105263157894737,"1a-1b-1c-1c-1c-1c-1d-1d-1d-1e-1e-1a-1e-1b-1b-1b-1b-1b-1b-1b",0.116717813221584,4526.72993472233,0.75,0.75,"Abeillia_abeillei",2.51712168334113,"Abeillia abeillei"
"Abeillia-abeillei-256302.wav","Abeillia abeillei","Emeralds",1,7.174,8.570595361,11.8316,5.2537,2,0.0394394446666667,7.89029431918117,0.696215366261229,7.76417005524666,7.41259861884639,8.24655603758499,0.833957418738596,0.023234381936196,0.0144404651925438,0.0319298171943675,0.0174893520018237,1.89388732449322,6.60581437397244,0.836492499285557,0.812899812422728,0.678155465495184,0.347004163076773,7.77541169590643,7.09683333333333,8.6485,1.55166666666667,1.68666666666667,8.0115,7.6195,-37.2790743377806,7.58683333333333,5.47005345378283,9,0.0394394446666667,6.5779,1.396595361,6.44424308667026,-0.130205044875,5,1.8,0.815482777255995,0.5,"2a-2b-2b-2c-2d-2e-2b-2b-2c",0.163096555451199,1673.86711331439,0.75,0.75,"Abeillia_abeillei",1.86056010118486,"Abeillia abeillei"
"Abeillia-abeillei-343948.wav","Abeillia abeillei","Emeralds",1,1.267,5.34945707800001,11.792,4.4548,3,0.0486103034333294,7.86630202176048,0.712214601218631,7.84312328943115,7.42342016580923,8.26106683266462,0.837646666855383,0.023201681032995,0.0143798182579725,0.0345267642460024,0.0201469459880299,2.36516491870063,9.44476639460729,0.856772481488206,0.858714474157864,0.736771951611678,0.431930102868414,7.78469068976051,7.2912,8.3349,1.0437,2.72785020535021,7.7812,7.6587,-7.89745994668807,7.8155,5.84043532772746,30,0.0486103034333294,7.3372,4.08245707800001,7.34851571659315,-0.0515340888965552,8,3.75,0.733216052748955,0.413793103448276,"3a-3c-3d-3c-3d-3c-3d-3b-3c-3d-3e-3e-3a-3e-3e-3f-3f-3f-3f-3b-3g-3g-3g-3g-3h-3h-3h-3h-3h-3h",0.0916520065936193,8428.77019515719,0.586379928315412,0.586379928315412,"Abeillia_abeillei",4.15413192740705,"Abeillia abeillei"
"Abeillia-abeillei-343948.wav","Abeillia abeillei","Emeralds",1,6.226,11.7529141569999,11.792,4.4548,1,0.0593890899677389,7.87132676122003,0.695813023436172,7.87195491880933,7.41138545829852,8.27748144504175,0.866095986743222,0.026951395794673,0.0163221884809085,0.0411516923540775,0.0248295038731691,2.30667298506511,9.35899358394,0.863811166945111,0.888507261741793,0.769257068379315,0.421450974234102,7.77449114792211,7.23856451612903,8.39085483870968,1.15229032258065,3.30945174896788,7.69379032258064,7.79337096774194,-1.10651488711151,7.81233870967742,9.10960578317697,31,0.0593890899677389,7.3372,5.5269141569999,5.60891649832088,0.0643084632333301,8,3.875,0.829618283089633,0.333333333333333,"1b-1c-1d-1c-1d-1c-1d-1c-1c-1d-1e-1e-1e-1f-1f-1f-1g-1g-1g-1a-1h-1h-1c-1a-1h-1b-1h-1h-1a-1b-1a",0.103702285386204,3568.37848699325,0.586379928315412,0.586379928315412,"Abeillia_abeillei",2.7270103807556,"Abeillia abeillei"
"Abeillia-abeillei-343948.wav","Abeillia abeillei","Emeralds",1,13.845,16.122074247,12.5782,4.4548,2,0.0484677512222223,7.93961286064789,0.874153189732783,7.81211683975543,7.38402897953645,8.39965790918957,1.01562892965312,0.0224791951656513,0.0131494641898142,0.0342069506689566,0.0210574864791424,2.47130393510342,11.5052281668866,0.862969631785828,0.859979668430657,0.742268651465638,0.452343567107391,7.67008327099225,7.1785,8.183,1.0045,2.91481481481481,7.5705,7.68483333333333,2.57506095855833,7.77466666666667,8.57711579060699,18,0.0484677512222223,8.1234,2.277074247,7.90488058249073,-0.0743326308823529,8,2.25,0.886650111830616,0.823529411764706,"2a-2c-2d-2c-2d-2c-2d-2b-2e-2f-2g-2e-2f-2g-2h-2h-2h-2h",0.110831263978827,1658.08701995584,0.586379928315412,0.586379928315412,"Abeillia_abeillei",2.1858807103725,"Abeillia abeillei"
"Abeillia-abeillei-96758.wav","Abeillia abeillei","Emeralds",1,0.826,4.479659397,12.2022,5.5316,1,0.0741595470909091,8.40677515719136,0.650596996175169,8.3523973243289,8.07205978544255,8.76820733622342,0.696147550780865,0.0413242906334471,0.0261699666051182,0.0565376203478793,0.0303676537427611,3.30240920644717,17.1334935679713,0.838530043788733,0.91056026615745,0.764009250513074,0.311179640746406,8.41181173865519,7.34331818181818,9.40131818181818,2.058,1.99373938086623,8.37231818181818,8.36563636363636,-16.5881447537493,8.26540909090909,0.316709633865976,22,0.0741595470909091,6.6706,3.653659397,6.02136039776014,-0.0962928267142857,3,7.33333333333333,0.487497490888961,0,"1a-1b-1b-1b-1b-1b-1b-1a-1b-1c-1c-1c-1c-1c-1c-1c-1a-1a-1a-1a-1a-1a",0.162499163629654,1423.15624170009,0.594896331738437,0.594896331738437,"Abeillia_abeillei",0.865169553742846,"Abeillia abeillei"
